,0,1,2
0,False,38.5,159.9569
1,False,33.6,57.74055
2,False,23.0,290.2502
3,False,14.6,41.4691
4,False,54.0,1763.95065
5,False,23.3,648.4879
6,False,17.1,53.8721
7,False,9.4,284.37434
8,False,15.1,235.8981
9,False,35.0,357.9421
11,False,4.7,10.6216
12,False,30.0,39.1347
13,False,35.3,605.65835
14,False,56.8,294.76083
15,False,32.2,1051.61015
16,False,6.7,42.0431
17,False,57.0,317.94909
18,False,7.8,59.68905
19,False,20.3,124.82055
20,False,21.6,1470.1966
22,False,3.0,4.7594
23,False,17.5,220.9119
24,False,40.5,568.1786
25,False,12.2,220.632
26,False,15.2,56.66455
29,False,35.9,104.76755
30,False,11.2,30.45911
31,False,14.2,25.64235
32,False,68.5,3225.95685
33,False,69.4,2081.55965
34,False,19.5,87.53779
35,False,7.0,132.8694
38,False,20.8,88.78226
39,False,9.1,337.13835
40,False,41.6,442.01556
41,False,37.9,1223.84025
42,False,3.0,17.6596
43,False,23.0,81.6446
44,False,53.6,1011.01745
45,False,28.6,228.1179
46,False,32.7,528.19145
47,False,4.1,12.4214
48,False,6.5,9.5026
49,False,21.2,40.13425
50,False,7.2,98.3807
51,False,14.8,54.69109
52,False,9.4,41.7588
53,False,37.8,897.77165
55,False,3.0,14.9643
56,False,3.0,4.931
57,False,29.3,159.52895
59,False,3.0,6.4028
60,False,3.0,14.9997
61,False,3.0,18.49154
62,False,32.8,152.7671
63,False,29.1,212.30035
64,False,37.2,124.93115
65,False,16.9,47.3362
66,False,47.7,837.35165
67,False,25.1,1457.6783
68,False,44.0,874.44895
69,False,46.5,60.97606
70,False,7.4,29.0029
71,False,9.5,186.19725
72,False,16.4,168.7493
73,False,33.1,66.0955
74,False,43.0,108.67679
75,False,37.5,161.63105
76,False,16.9,631.7216
77,False,37.9,214.8964
78,False,7.9,30.0265
79,False,90.7,640.09865
80,False,88.1,2203.8183
82,False,28.5,293.312
83,False,150.9,2830.6265
84,False,7.8,57.7561
85,False,31.4,364.6649
86,False,31.2,334.15631
87,False,49.6,1329.9254
88,False,7.7,9.7488
89,False,97.8,862.61025
90,False,10.9,438.67149
91,False,6.6,35.1322
92,False,7.3,48.52297
93,False,14.9,68.73505
94,False,10.7,299.1822
95,False,9.3,108.7915
96,False,164.4,2404.4653
97,False,36.4,585.7041
98,False,15.5,68.2149
99,False,3.0,17.60605
100,False,12.1,341.67929
101,False,179.1,4055.1734
102,False,3.4,29.59045
103,False,16.3,1958.04918
104,False,20.3,327.62825
105,False,37.2,316.94005
106,False,3.6,7.88095
107,False,20.7,925.4956
109,False,13.8,1042.37155
111,False,33.2,291.25255
114,False,11.8,18.29896
115,False,22.8,506.55735
116,False,8.6,20.92815
117,False,18.1,53.72805
118,False,25.1,7.8756
119,False,41.2,710.36588
120,False,70.7,1181.9443
122,False,8.2,121.80685
123,False,38.1,220.32185
124,False,3.0,14.6037
125,False,8.7,64.9221
126,False,3.0,1.923
127,False,3.0,13.9437
128,False,8.0,7.06005
129,False,32.6,248.814
130,False,12.3,258.58457
131,False,3.4,56.1317
133,False,5.9,46.3555
134,False,3.3,11.78005
135,False,42.8,279.73478
136,False,40.5,255.0576
137,False,8.0,746.7067
138,False,30.1,39.7564
139,False,3.8,12.41675
140,False,30.6,416.54325
141,False,37.2,437.0695
142,False,4.5,29.01475
143,False,11.9,86.1727
144,False,26.5,88.5646
145,False,7.6,9.7738
146,False,39.2,679.4811
147,False,32.9,122.77755
148,False,12.8,25.7091
149,False,11.3,60.0282
150,False,33.2,145.7125
151,False,79.4,2353.9151
153,False,31.8,1269.8452
154,False,43.5,266.10555
155,False,13.2,123.94085
156,False,35.8,245.1543
157,False,10.1,51.03315
158,False,21.3,225.7907
159,False,3.0,16.114
161,False,27.6,818.22774
162,False,11.2,25.41755
163,False,3.9,19.3754
164,False,3.0,28.1116
165,False,25.8,75.808
167,False,19.7,55.8567
168,False,34.2,139.1905
169,False,38.3,238.5837
170,False,6.9,1515.02064
172,False,40.1,145.9976
173,False,7.3,22.2309
174,False,4.8,177.73113
176,False,35.7,86.6098
177,False,4.6,37.6484
178,False,38.9,458.58395
179,False,14.4,1372.77795
181,False,42.6,240.6183
182,False,102.4,1529.12588
183,False,38.8,414.91292
184,False,10.3,57.8672
185,False,7.8,120.01355
186,False,82.6,1044.80042
187,False,15.6,492.41665
190,False,46.5,369.1436
191,False,68.4,522.6044
192,False,32.1,313.982
193,False,43.7,1110.2032
195,False,3.4,5.79875
196,False,36.2,138.73835
197,False,43.8,3201.28575
198,False,33.7,177.88535
199,False,3.0,2.8755
200,False,22.5,1035.14245
202,False,3.0,6.8554
203,False,8.0,67.6619
204,False,5.4,278.69455
205,False,20.3,593.0671
206,False,24.9,918.14995
207,False,19.1,61.45515
209,False,39.6,438.32075
210,False,9.6,34.80925
211,False,8.5,479.0029
212,False,16.0,78.61525
213,False,20.7,58.8297
214,False,48.7,538.5852
215,False,73.5,1448.63948
216,False,39.7,403.0475
217,False,39.7,367.0554
218,False,7.6,83.86345
219,False,3.0,36.0447
220,False,9.1,8.8764
221,False,53.8,1659.6133
223,False,4.9,234.04858
224,False,91.3,694.9426
225,False,34.6,153.0137
226,False,10.8,287.8373
227,False,6.6,29.1342
228,False,9.0,49.62965
229,False,72.4,1474.8456
230,False,8.4,146.85007
231,False,11.8,49.3451
232,False,35.4,222.96465
233,False,12.8,76.61245
234,False,9.4,25.62056
236,False,6.2,101.2754
237,False,7.4,125.76896
238,False,8.0,36.9611
239,False,9.3,35.2648
240,False,8.1,208.75858
241,False,11.4,91.58665
242,False,25.0,446.95899
243,False,3.9,166.7094
244,False,11.3,115.5332
245,False,15.6,178.412
246,False,7.2,356.2073
247,False,12.0,453.8344
248,False,14.0,215.9096
249,False,11.5,96.71875
250,False,26.6,112.21355
251,False,7.8,139.0454
252,False,2.6,23.79105
253,False,8.1,75.50475
254,False,26.0,88.17
255,False,25.9,450.4541
257,False,25.8,133.772
258,False,31.8,127.43215
259,False,18.1,97.5076
260,False,9.3,71.1698
261,False,8.4,104.79525
262,False,12.7,110.2172
263,False,20.2,90.7057
264,False,16.4,86.29325
265,False,24.2,235.81757
266,False,5.4,27.7962
267,False,11.3,196.2168
268,False,18.0,166.7894
269,False,38.8,2297.76735
270,False,8.8,34.85825
271,False,21.4,148.4087
273,False,7.9,77.33615
274,False,16.7,83.1673
275,False,24.6,5102.78518
276,False,15.2,428.99485
277,False,10.7,109.9108
278,False,34.2,620.24265
279,False,2.4,5.472
280,False,12.0,70.2769
281,False,11.8,113.9711
282,False,20.6,111.8983
283,False,9.1,37.78162
284,False,26.6,78.42265
285,False,32.9,127.89445
286,False,10.0,48.08753
287,False,9.6,32.98815
288,False,9.9,105.15685
289,False,11.7,61.92025
290,False,22.7,52.1729
291,False,7.2,20.587
292,False,14.3,428.098
294,False,24.6,1987.11346
295,False,7.5,28.7184
296,False,25.4,161.59455
298,False,11.2,41.28285
299,False,10.1,26.945
300,False,17.2,17.89835
301,False,9.0,36.54995
302,False,10.7,97.7283
303,False,7.5,67.8926
304,False,9.8,45.07665
305,False,6.3,62.2763
306,False,3.6,36.8862
307,False,9.0,116.11605
308,False,2.0,9.772
309,False,7.6,80.06255
310,False,9.5,50.18525
311,False,6.0,31.6272
312,False,10.4,76.95607
313,False,34.1,140.98525
314,False,20.1,294.3156
315,False,15.7,594.83285
316,False,9.0,98.76645
317,False,24.2,1425.0479
318,False,11.9,91.68235
319,False,33.5,63.90055
320,False,7.1,88.80235
321,False,37.3,97.0814
322,False,7.1,54.81155
323,False,13.3,64.95315
324,False,17.4,3.9164
325,False,14.8,81.43977
326,False,13.9,121.0541
327,False,8.4,51.1564
328,False,12.3,42.396
329,False,9.1,33.6753
330,False,9.1,57.9569
331,False,6.4,56.84815
332,False,24.7,62.30645
333,False,25.4,119.2808
334,False,9.8,34.0702
335,False,29.9,85.0367
336,False,18.7,174.68405
337,False,7.1,29.27505
338,False,12.4,51.8163
339,False,10.1,18.0321
340,False,8.5,109.7801
342,False,9.1,79.25115
343,False,2.5,8.5293
344,False,11.6,194.9568
345,False,22.6,1062.4188
346,False,8.9,88.47109
347,False,21.2,313.9822
348,False,11.2,77.2722
349,False,13.5,74.52925
350,False,18.0,53.639
351,False,8.1,13.03005
352,False,11.2,57.25035
353,False,35.3,357.4701
354,False,16.7,612.4258
355,False,9.3,40.503
356,False,7.3,70.92708
357,False,14.2,80.95095
358,False,38.0,415.70285
359,False,6.9,24.6484
360,False,16.9,63.47475
361,False,11.8,63.56045
362,False,12.4,61.4778
363,False,34.6,366.25185
364,False,9.9,139.0054
365,False,18.4,93.2652
366,False,5.9,18.08451
367,False,7.4,65.2366
368,False,9.7,102.94885
369,False,3.1,12.49575
370,False,15.4,85.75265
371,False,30.8,716.329
372,False,22.9,308.6234
373,False,2.0,22.0292
374,False,13.7,28.8321
375,False,6.3,103.28719
376,False,35.8,652.99165
377,False,9.5,97.5262
378,False,8.7,250.90815
379,False,10.4,53.7181
380,False,8.6,64.4457
381,False,9.9,58.2871
382,False,16.2,67.89795
383,False,8.7,250.58915
384,False,10.1,27.2444
385,False,15.0,57.0625
387,False,6.4,78.348
388,False,10.1,45.9613
389,False,7.6,104.18212
390,False,12.3,42.5638
391,False,10.6,130.38235
392,False,6.6,45.0901
393,False,10.0,65.34411
394,False,14.6,50.89965
395,False,23.0,110.17575
396,False,10.4,23.1028
397,False,11.0,152.46055
399,False,12.7,42.036
400,False,6.1,27.5488
401,False,6.6,132.6604
402,False,24.3,331.39132
403,False,8.3,437.9759
404,False,34.7,127.1946
405,False,12.2,154.3919
406,False,7.2,255.14367
407,False,2.0,1.7272
408,False,12.8,752.8729
409,False,17.7,38.25195
410,False,10.7,63.6562
411,False,7.8,65.1631
412,False,11.4,89.87055
413,False,35.2,417.30755
414,False,11.8,29.11945
415,False,30.4,17.91325
416,False,14.9,22.3542
417,False,7.5,53.22707
418,False,31.0,118.641
419,False,6.6,29.5603
420,False,9.5,104.4297
421,False,9.9,43.0205
422,False,10.0,64.46655
423,False,10.9,51.7111
424,False,18.3,192.6882
425,False,8.6,40.0206
426,False,17.6,114.1429
427,False,13.4,243.0429
428,False,8.0,46.14785
429,False,25.4,76.6093
430,False,7.2,66.93125
431,False,11.8,65.6589
432,False,11.9,109.1081
433,False,26.8,271.50805
434,False,8.0,94.77575
435,False,8.2,61.71885
436,False,23.3,177.0789
437,False,12.6,62.5541
438,False,9.1,31.58515
439,False,10.2,212.4047
440,False,2.5,10.1301
441,False,7.9,39.443
442,False,3.9,23.8542
443,False,10.2,63.60942
444,False,5.9,40.465
445,False,6.5,44.60145
446,False,26.4,612.3996
447,False,9.2,55.30415
448,False,12.4,55.20945
449,False,12.9,26.6678
450,False,36.1,141.41125
451,False,14.3,48.63465
452,False,9.4,139.8377
453,False,8.3,43.35675
454,False,7.5,82.0204
455,False,9.4,43.991
456,False,28.0,144.171
457,False,28.1,713.61845
458,False,8.7,33.96225
459,False,2.8,6.86085
460,False,5.9,84.3629
461,False,10.7,198.90975
462,False,12.3,60.27385
463,False,32.6,237.4251
464,False,2.7,7.5024
465,False,7.9,25.9121
466,False,8.6,81.6032
467,False,12.3,102.07507
468,False,63.0,536.38648
469,False,7.9,39.4581
470,False,14.8,240.51125
471,False,7.4,3.5882
472,False,9.1,77.3832
473,False,7.9,151.23765
474,False,8.3,306.45765
475,False,19.8,877.97722
476,False,5.2,24.17535
477,False,11.4,60.72445
478,False,25.4,94.8571
479,False,9.0,40.34645
480,False,7.2,98.8189
481,False,14.8,172.52255
482,False,17.2,113.935
483,False,33.2,696.75915
485,False,6.6,111.074
486,False,16.4,437.96205
487,False,9.1,32.722
488,False,3.2,19.60765
489,False,27.8,403.8956
490,False,17.0,245.2745
492,False,11.2,41.26375
493,False,43.2,1525.26005
494,False,8.5,46.9977
495,False,13.1,40.8846
496,False,22.3,141.9768
497,False,12.9,73.9993
498,False,9.7,32.13455
499,False,31.0,99.9526
500,False,8.3,28.3282
501,False,12.4,82.8383
502,False,12.1,49.597
503,False,31.2,78.8879
504,False,2.7,6.6879
505,False,10.7,195.9175
506,False,18.0,2008.38585
507,False,19.8,209.93815
508,False,3.2,24.6712
509,False,13.1,164.60215
510,False,9.3,108.90285
511,False,3.4,7.72245
512,False,9.8,118.4044
513,False,33.1,151.51077
514,False,6.9,58.2406
515,False,39.2,643.62344
516,False,26.2,293.17795
517,False,2.2,7.4492
518,False,7.4,90.136
519,False,7.5,45.2098
520,False,23.3,1903.4521
521,False,6.4,20.84605
522,False,29.3,97.90735
523,False,7.1,60.31535
524,False,11.8,57.3591
525,False,20.1,134.48525
526,False,4.1,13.463
527,False,12.4,112.6436
528,False,11.0,99.4983
529,False,12.1,148.1337
530,False,6.3,60.8438
531,False,9.0,81.6481
532,False,9.4,37.07212
533,False,7.3,39.414
534,False,9.6,123.62215
535,False,22.8,143.21879
536,False,6.7,11.8556
537,False,10.3,78.28035
538,False,9.5,121.1584
540,False,18.9,17.0253
541,False,9.7,71.50705
542,False,29.9,179.17685
543,False,9.5,58.597
544,False,9.9,32.86015
545,False,19.2,120.4779
546,False,9.3,42.33535
547,False,39.0,1061.36015
548,False,8.6,144.71165
549,False,16.5,69.5669
550,False,9.8,150.40725
551,False,12.7,77.6578
553,False,11.2,42.5612
554,False,14.6,67.2135
555,False,2.5,56.37605
556,False,16.4,86.0517
557,False,3.4,30.9776
558,False,30.2,281.40965
559,False,7.2,260.3076
560,False,9.3,36.1539
561,False,9.9,118.72755
562,False,9.1,26.22285
563,False,9.6,81.6538
564,False,9.5,120.37815
565,False,7.0,40.7552
566,False,12.1,61.2994
567,False,11.7,64.0458
568,False,12.1,53.74705
569,False,24.0,942.78394
570,False,27.0,1287.0423
571,False,20.6,3083.24245
572,False,6.9,61.5688
573,False,9.6,67.39425
574,False,7.0,37.8601
575,False,10.7,32.32765
576,False,9.8,38.57397
577,False,16.6,131.81545
578,False,10.5,38.465
579,False,14.4,73.0533
580,False,9.2,236.3673
581,False,7.4,66.61145
582,False,37.4,554.0382
583,False,7.4,244.6876
584,False,2.5,5.8017
585,False,6.4,40.8517
586,False,8.6,70.2641
587,False,7.4,94.2645
588,False,21.4,100.23375
590,False,43.5,215.57778
591,False,3.2,19.0887
592,False,3.2,14.2937
593,False,13.4,1683.7909
594,False,12.7,119.0201
595,False,12.1,57.88615
596,False,13.4,226.298
597,False,17.0,44.3926
598,False,13.0,16.99652
599,False,9.6,32.45322
600,False,11.1,59.2393
601,False,18.4,87.2249
602,False,30.9,2357.3756
603,False,4.5,26.7694
604,False,7.1,62.5787
605,False,9.2,105.3562
607,False,9.3,40.82625
608,False,12.2,52.7088
609,False,8.8,68.05785
610,False,36.7,579.51635
611,False,19.0,921.4231
612,False,13.6,380.9139
613,False,22.7,268.68545
614,False,9.7,24.9217
615,False,7.5,51.53685
616,False,6.5,26.6388
617,False,3.2,34.48865
618,False,8.3,31.46105
619,False,32.5,172.77715
620,False,6.7,113.30565
621,False,36.3,344.3706
622,False,12.5,41.69115
623,False,49.0,1795.2677
625,False,10.3,5.60775
626,False,12.0,58.5162
627,False,7.8,120.0719
628,False,8.3,39.6249
629,False,20.2,82.24966
630,False,8.6,123.96045
631,False,6.8,42.0333
632,False,30.7,131.8712
633,False,13.9,157.8914
634,False,26.9,199.72245
635,False,4.2,89.1999
636,False,11.5,62.4889
637,False,8.0,155.0603
638,False,6.5,60.62965
639,False,5.8,3.7638
640,False,8.5,35.00725
641,False,6.6,34.92445
642,False,8.8,111.5737
643,False,18.3,309.8535
644,False,23.2,49.7964
645,False,3.3,54.8805
646,False,9.0,63.65575
647,False,8.0,67.6371
648,False,11.0,40.17215
649,False,14.6,213.84805
650,False,9.0,40.75759
651,False,23.3,62.4261
652,False,9.7,37.8585
653,False,9.1,124.8036
654,False,11.4,31.90125
655,False,7.8,31.9175
656,False,6.5,48.60545
657,False,35.6,436.6042
658,False,2.9,36.59715
659,False,29.4,93.68515
660,False,12.5,151.9354
661,False,8.9,46.91385
662,False,10.3,25.15315
663,False,7.5,63.9144
664,False,8.6,29.6705
665,False,8.9,62.4315
666,False,9.3,126.295
667,False,16.9,38.82615
668,False,8.6,46.4505
669,False,3.0,17.76665
670,False,9.9,33.22905
671,False,3.6,89.6246
672,False,7.6,35.1878
673,False,11.8,58.79475
674,False,21.3,420.38365
675,False,12.8,133.3415
676,False,9.1,31.6955
677,False,7.5,23.0044
678,False,11.6,50.849
679,False,8.2,47.4172
680,False,20.0,82.8274
681,False,12.0,56.67395
682,False,14.6,159.74595
683,False,6.2,98.7997
684,False,9.2,25.7702
685,False,15.1,116.8719
686,False,13.3,51.94812
687,False,12.9,97.19055
688,False,27.5,196.61265
689,False,7.1,21.8094
690,False,11.4,45.2624
692,False,6.4,73.07025
693,False,8.6,390.67463
694,False,26.9,384.3131
695,False,8.9,30.5179
696,False,4.2,15.79095
697,False,8.5,131.2443
698,False,45.8,956.09935
699,False,15.7,29.3298
700,False,6.6,53.6136
701,False,17.8,56.079
702,False,8.2,159.38445
703,False,21.0,670.72705
704,False,9.8,37.5325
705,False,8.4,73.96495
706,False,6.5,35.35335
707,False,25.5,144.59585
708,False,7.5,40.75915
709,False,9.9,38.3949
710,False,8.7,135.1372
711,False,9.1,128.10725
712,False,44.2,600.85545
713,False,17.7,119.10285
714,False,33.5,170.07226
715,False,48.1,273.23083
716,False,10.4,40.19025
717,False,6.9,26.8965
718,False,13.9,78.18015
719,False,2.3,10.2468
720,False,14.9,781.3407
721,False,10.6,53.55501
722,False,15.9,209.2093
723,False,3.8,20.83525
724,False,9.6,342.5736
725,False,2.8,8.57575
